Regional_Grouping,Region,Region_Code,Country,ISO3Code,FAO_CODE,GROUP_M49_CODE,M49_CODE,FAO_COUNTRY
FAO_GLOBAL,World,,Nigeria,NGA,5000,1,566,Nigeria
FAO_GLOBAL,World,,Niue,NIU,5000,1,570,Niue
FAO_GLOBAL,World,,North Macedonia,MKD,5000,1,807,North Macedonia
FAO_GLOBAL,World,,Northern Mariana Islands,MNP,5000,1,580,Northern Mariana Islands
FAO_GLOBAL,World,,Norway,NOR,5000,1,578,Norway
FAO_GLOBAL,World,,Oman,OMN,5000,1,512,Oman
FAO_GLOBAL,World,,Pakistan,PAK,5000,1,586,Pakistan
FAO_GLOBAL,World,,Palau,PLW,5000,1,585,Palau
FAO_GLOBAL,World,,Panama,PAN,5000,1,591,Panama
FAO_GLOBAL,World,,Papua New Guinea,PNG,5000,1,598,Papua New Guinea
FAO_GLOBAL,World,,Paraguay,PRY,5000,1,600,Paraguay
FAO_GLOBAL,World,,Peru,PER,5000,1,604,Peru
FAO_GLOBAL,World,,Philippines,PHL,5000,1,608,Philippines
FAO_GLOBAL,World,,Poland,POL,5000,1,616,Poland
FAO_GLOBAL,World,,Portugal,PRT,5000,1,620,Portugal
FAO_GLOBAL,World,,Puerto Rico,PRI,5000,1,630,Puerto Rico
FAO_GLOBAL,World,,Qatar,QAT,5000,1,634,Qatar
FAO_GLOBAL,World,,Republic of Korea,KOR,5000,1,410,Republic of Korea
FAO_GLOBAL,World,,Republic of Moldova,MDA,5000,1,498,Republic of Moldova
FAO_GLOBAL,World,,Romania,ROU,5000,1,642,Romania
FAO_GLOBAL,World,,Russian Federation,RUS,5000,1,643,Russian Federation
FAO_GLOBAL,World,,Rwanda,RWA,5000,1,646,Rwanda
FAO_GLOBAL,World,,Réunion,REU,5000,1,638,Réunion
FAO_GLOBAL,World,,Saint Barthélemy,BLM,5000,1,652,Saint Barthélemy
FAO_GLOBAL,World,,"Saint Helena, Ascension and Tristan da Cunha",SHN,5000,1,654,"Ascension, Saint Helena and Tristan da Cunha"
FAO_GLOBAL,World,,Saint Kitts and Nevis,KNA,5000,1,659,Saint Kitts and Nevis
FAO_GLOBAL,World,,Saint Lucia,LCA,5000,1,662,Saint Lucia
FAO_GLOBAL,World,,Saint Martin (French part),MAF,5000,1,663,Saint Martin (French part)
FAO_GLOBAL,World,,Saint Pierre and Miquelon,SPM,5000,1,666,Saint Pierre and Miquelon
FAO_GLOBAL,World,,Saint Vincent and the Grenadines,VCT,5000,1,670,Saint Vincent and the Grenadines
FAO_GLOBAL,World,,Samoa,WSM,5000,1,882,Samoa
FAO_GLOBAL,World,,San Marino,SMR,5000,1,674,San Marino
FAO_GLOBAL,World,,Sao Tome and Principe,STP,5000,1,678,Sao Tome and Principe
FAO_GLOBAL,World,,Saudi Arabia,SAU,5000,1,682,Saudi Arabia
FAO_GLOBAL,World,,Senegal,SEN,5000,1,686,Senegal
FAO_GLOBAL,World,,Serbia,SRB,5000,1,688,Serbia
FAO_GLOBAL,World,,Seychelles,SYC,5000,1,690,Seychelles
FAO_GLOBAL,World,,Sierra Leone,SLE,5000,1,694,Sierra Leone
FAO_GLOBAL,World,,Singapore,SGP,5000,1,702,Singapore
FAO_GLOBAL,World,,Sint Maarten,SXM,5000,1,534,Sint Maarten (Dutch part)
FAO_GLOBAL,World,,Slovakia,SVK,5000,1,703,Slovakia
FAO_GLOBAL,World,,Slovenia,SVN,5000,1,705,Slovenia
FAO_GLOBAL,World,,Solomon Islands,SLB,5000,1,90,Solomon Islands
FAO_GLOBAL,World,,Somalia,SOM,5000,1,706,Somalia
FAO_GLOBAL,World,,South Africa,ZAF,5000,1,710,South Africa
FAO_GLOBAL,World,,South Sudan,SSD,5000,1,728,South Sudan
FAO_GLOBAL,World,,Spain,ESP,5000,1,724,Spain
FAO_GLOBAL,World,,Sri Lanka,LKA,5000,1,144,Sri Lanka
FAO_GLOBAL,World,,State of Palestine,PSE,5000,1,275,Palestine
FAO_GLOBAL,World,,Sudan,SDN,5000,1,729,Sudan
FAO_GLOBAL,World,,Suriname,SUR,5000,1,740,Suriname
FAO_GLOBAL,World,,Sweden,SWE,5000,1,752,Sweden
FAO_GLOBAL,World,,Switzerland,CHE,5000,1,756,Switzerland
FAO_GLOBAL,World,,Syrian Arab Republic,SYR,5000,1,760,Syrian Arab Republic
FAO_GLOBAL,World,,Tajikistan,TJK,5000,1,762,Tajikistan
FAO_GLOBAL,World,,Thailand,THA,5000,1,764,Thailand
FAO_GLOBAL,World,,Timor-Leste,TLS,5000,1,626,Timor-Leste
FAO_GLOBAL,World,,Togo,TGO,5000,1,768,Togo
FAO_GLOBAL,World,,Tokelau,TKL,5000,1,772,Tokelau
FAO_GLOBAL,World,,Tonga,TON,5000,1,776,Tonga
FAO_GLOBAL,World,,Trinidad and Tobago,TTO,5000,1,780,Trinidad and Tobago
FAO_GLOBAL,World,,Tunisia,TUN,5000,1,788,Tunisia
FAO_GLOBAL,World,,Turkmenistan,TKM,5000,1,795,Turkmenistan
FAO_GLOBAL,World,,Turks and Caicos Islands,TCA,5000,1,796,Turks and Caicos Islands
FAO_GLOBAL,World,,Tuvalu,TUV,5000,1,798,Tuvalu
FAO_GLOBAL,World,,Türkiye,TUR,5000,1,792,Türkiye
FAO_GLOBAL,World,,Uganda,UGA,5000,1,800,Uganda
FAO_GLOBAL,World,,Ukraine,UKR,5000,1,804,Ukraine
FAO_GLOBAL,World,,United Arab Emirates,ARE,5000,1,784,United Arab Emirates
FAO_GLOBAL,World,,United Kingdom,GBR,5000,1,826,United Kingdom of Great Britain and Northern Ireland
FAO_GLOBAL,World,,United Republic of Tanzania,TZA,5000,1,834,United Republic of Tanzania
FAO_GLOBAL,World,,United States,USA,5000,1,840,United States of America
FAO_GLOBAL,World,,Uruguay,URY,5000,1,858,Uruguay
FAO_GLOBAL,World,,Uzbekistan,UZB,5000,1,860,Uzbekistan
FAO_GLOBAL,World,,Vanuatu,VUT,5000,1,548,Vanuatu
FAO_GLOBAL,World,,Venezuela (Bolivarian Republic of),VEN,5000,1,862,Venezuela (Bolivarian Republic of)
FAO_GLOBAL,World,,Viet Nam,VNM,5000,1,704,Viet Nam
FAO_GLOBAL,World,,Virgin Islands U.S.,VIR,5000,1,850,United States Virgin Islands
FAO_GLOBAL,World,,Wallis and Futuna,WLF,5000,1,876,Wallis and Futuna Islands
FAO_GLOBAL,World,,Yemen,YEM,5000,1,887,Yemen
FAO_GLOBAL,World,,Zambia,ZMB,5000,1,894,Zambia
FAO_GLOBAL,World,,Zimbabwe,ZWE,5000,1,716,Zimbabwe
